Position,artists,track_name,Days,Top 10(xTimes),PeakPosition,PeakPosition(xTimes),PeakStreams,totalstreams
7065,PlayboiCarti,KingVamp,2,0.0,142,0,493447,746159
7066,Sia,BirdSetFree,7,0.0,109,0,135880,746120
7067,Future,Groupies,8,0.0,89,0,117087,745583
7068,MachineGunKelly,mainstreamsellout,2,0.0,40,0,455357,744121
7069,BadBunny,SiEstuviésemosJuntos,3,0.0,171,0,322519,743920
7070,RodWave,SoulFly,2,0.0,34,0,480044,743303
7071,BTS,Euphoria,3,0.0,115,0,300848,742903
7072,LilBaby,ShiestTalk,2,0.0,57,0,437257,742037
7073,BryanAdams,SummerOf'69,3,0.0,102,0,286293,741660
7074,Eminem,Phenomenal,8,0.0,76,0,139150,741394
7075,SelenaGomez,KindaCrazy,2,0.0,70,0,439528,741357
7076,P!nk,Hurts2BHuman,3,0.0,123,0,317255,741085
7077,Eminem,BookofRhymes,2,0.0,86,0,425754,740742
7078,LilMosey,HolyWater,3,0.0,110,0,277319,740630
7079,DMX,WhatTheseBitchesWant,2,0.0,75,0,394305,740327
7080,JoynerLucas,Devil'sWork,3,0.0,129,0,301796,739886
7081,ArethaFranklin,(YouMakeMeFeelLike)ANaturalWoman,2,0.0,57,0,397194,739473
7082,6ix9ine,LOCKEDUPPT.2,2,0.0,41,0,505407,739320
7083,Future,OffDat,2,0.0,47,0,450740,739226
7084,JustinBieber,YummySummerWalkerRemix,2,0.0,90,0,434678,738952
7085,Lovejoy,Perfume,3,0.0,91,0,323831,738624
7086,Coldplay,Miracles(SomeoneSpecial),3,0.0,56,0,399331,738002
7087,TomPettyandtheHeartbreakers,LearningToFly,2,0.0,46,0,491541,737783
7088,Logic,Amen,2,0.0,80,0,451071,737552
7089,MarvinDivine,BarelyLegal2021,1,0.0,21,0,737521,737521
7090,MacMiller,"ILoveLife,ThankYou",2,0.0,47,0,417187,737368
7091,BonIver,10dEAThbREasT⚄⚄,5,0.0,123,0,181850,737015
7092,AJR,WayLessSad,3,0.0,99,0,280950,736830
7093,NF,WHY,3,0.0,158,0,278772,736285
7094,TateMcRae,don'tcomeback,2,0.0,54,0,457354,736247
7095,OneDirection,ChangeYourTicket,10,0.0,75,0,99142,735902
7096,Quavo,KEEPTHATSHIT,2,0.0,55,0,505241,735480
7097,ABoogieWitdaHoodie,Hit'EmUp,2,0.0,84,0,440949,735456
7098,The1975,Tonight(IWishIWasYourBoy),2,0.0,62,0,464624,734944
7099,JoshuaBassett,LieLieLie,2,0.0,40,0,465523,734831
7100,FallOutBoy,HOLDMETIGHTORDON’T,3,0.0,110,0,273388,734640
7101,ABoogieWitdaHoodie,VoicesInMyHead,2,0.0,94,0,445989,734244
7102,TrippieRedd,Sickening,2,0.0,57,0,463617,734038
7103,JohnnyMathis,SleighRide,2,0.0,118,0,427442,733813
7104,TOOL,7empest,2,0.0,77,0,425408,733417
7105,ABoogieWitdaHoodie,Beasty,2,0.0,99,0,432276,733045
7106,ABoogieWitdaHoodie,DTB4Life,2,0.0,89,0,435275,732924
7107,Drake,FreeSpirit,2,0.0,61,0,449671,732903
7108,GucciMane,MissMyWoe,4,0.0,176,0,197031,732801
7109,Hozier,NinaCriedPower,2,0.0,54,0,502406,731901
7110,ShotgunShane,NotLikeMe,2,0.0,41,0,369675,731869
7111,TheKidLAROI,FadeAway,3,0.0,107,0,304238,731503
7112,21Savage,Special,4,0.0,144,0,206259,730489
7113,Lorde,FallenFruit,2,0.0,55,0,458351,730454
7114,NickiMinaj,ChangedIt,4,0.0,142,0,209226,730116
7115,SummerWalker,Session33,2,0.0,50,0,440792,729869
7116,MeekMill,Issues,4,0.0,153,0,216584,729676
7117,SummerWalker,JustMight,3,0.0,131,0,296223,729327
7118,NAV,ToMyGrave,2,0.0,53,0,482138,728954
7119,NickJonas,Touch,5,0.0,84,0,243727,728697
7120,PhoebeRyan,Ignition/DoYou...(Mashup),7,0.0,68,0,162224,728306
7121,Future,Bankroll,2,0.0,53,0,442066,728077
7122,Drake,CanI,2,0.0,63,0,435912,727700
7123,Future,IDon’tWannaBreakUp,2,0.0,54,0,441347,727180
7124,EslabonArmado,VETEALAFREGADA,2,0.0,66,0,473496,726627
7125,MissyElliott,GetUrFreakOn,8,0.0,67,0,117090,726611
7126,OneDirection,Home,6,0.0,65,0,171567,726480
7127,NF,Chasing_(Demo),3,0.0,93,0,305095,726394
7128,TheKidLAROI,NEEDYOUMOST(SoSick),3,0.0,148,0,279186,725959
7129,BlackEyedPeas,IGottaFeeling,3,0.0,56,0,334520,725558
7130,TheCarters,NICE,3,0.0,145,0,266507,724956
7131,Maroon5,SheWillBeLovedRadioMix,3,0.0,128,0,270336,724782
7132,TheWeeknd,StarboyKygoRemix,5,0.0,131,0,185677,724638
7133,Logic,Cocaine,2,0.0,65,0,451090,724439
7134,YG,SLAY,2,0.0,69,0,439233,723860
7135,NickiMinaj,Favorite,10,0.0,94,0,103495,723669
7136,JoynerLucas,TheWar,3,0.0,109,0,310976,723654
7137,Future,FreakHoe,8,0.0,108,0,105099,723488
7138,ToryLanez,Staccato,3,0.0,156,0,255140,722872
7139,DevinDawson,ChristmasTimeIsHereRecordedatSoundEmporiumNashville,2,0.0,125,0,417253,722631
7140,Kygo,What'sLoveGottoDowithIt,2,0.0,59,0,436595,722394
7141,GucciMane,MoneyMakeYaHandsome,4,0.0,149,0,201476,722340
7142,ToriKelly,LetItSnow,2,0.0,159,0,411885,722002
7143,BROCKHAMPTON,SUGAR(Remix),2,0.0,88,0,450045,721877
7144,KidCudi,WantItBad,2,0.0,40,0,449459,721507
7145,EllieGoulding,LostAndFound,7,0.0,72,0,179294,721339
7146,Future,LilOne,8,0.0,100,0,110892,720646
7147,YG,IBeOn,5,0.0,164,0,156337,720010
7148,JoshGroban,TheFirstNoël,2,0.0,158,0,413172,719877
7149,PoloG,BagTalk,2,0.0,68,0,431583,719711
7150,NewJeans,Attention,3,0.0,181,0,240505,719462
7151,Beck,Dreams,8,0.0,103,0,117662,718784
7152,BankrolHayden,DropATear,3,0.0,128,0,270735,718591
7153,TheWeeknd,MissedYouBonusTrack,2,0.0,43,0,457956,718317
7154,5SecondsofSummer,FlyAway,7,0.0,80,0,132244,717668
7155,EdSheeran,LegoHouse,11,0.0,150,0,75779,717608
7156,TrippieRedd,Ain’tSafe,2,0.0,66,0,444650,717324
7157,Future,OuterSpaceBih,2,0.0,71,0,446148,717056
7158,Maroon5,Whiskey,3,0.0,84,0,355035,716781
7159,EslabonArmado,MODODEPRE:(,2,0.0,73,0,457699,716768
7160,RileyGreen,IfItWasn’tForTrucks,3,0.0,133,0,271063,716589
7161,DeadOrAlive,YouSpinMeRound(LikeaRecord),3,0.0,114,0,306385,716371
7162,DaBaby,SHUTUP,3,0.0,168,0,259262,716193
7163,NAV,GoodIntentions(Intro),2,0.0,53,0,479747,715892
7164,JohnMayer,TiltheRightOneComes,2,0.0,65,0,446860,715340
7165,Solange,StayFlo,2,0.0,66,0,459130,715136
7166,WizKhalifa,YUMad,3,0.0,106,0,281434,714801
7167,ZAYN,BoRdErSz,5,0.0,98,0,199766,713958
7168,MelanieMartinez,ClassFight,3,0.0,142,0,255912,713917
7169,6LACK,Seasons,3,0.0,148,0,274212,713334
7170,Future,St.Lucia,2,0.0,62,0,488273,711994
7171,The,DreamThat'sMyShit,9,0.0,114,0,106106,711891
7172,WizKhalifa,Lit,6,0.0,121,0,136467,711873
7173,Usher,Yeah!,6,0.0,118,0,220969,711827
7174,KidInk,ShowMe,14,0.0,139,0,60935,711405
7175,YungGravy,C'estLaVie,3,0.0,177,0,257296,711353
7176,YoungThug,DieSlow,2,0.0,44,0,461275,711118
7177,MeekMill,AllEyesOnYou,2,0.0,15,0,359030,711115
7178,DanielMarcy,,1,0.0,20,0,710534,710534
7179,RyanGosling,CityOfStars,4,0.0,100,0,243441,709940
7180,Anderson.Paak,6Summers,2,0.0,59,0,443723,709734
7181,Gunna,ROCKSTARBIKERS&CHAINS,2,0.0,65,0,443513,709722
7182,Jaden,Chateau,3,0.0,136,0,254948,709568
7183,21Savage,Secret,2,0.0,52,0,463725,709137
7184,Comethazine,FINDHIM!,3,0.0,172,0,250641,708983
7185,2Chainz,DeadManWalking,2,0.0,114,0,402815,708732
7186,Future,PrayForAKey,2,0.0,69,0,452102,708606
7187,SummerWalker,DatRightThere,2,0.0,56,0,421255,708393
7188,JohnMayer,YourBodyIsaWonderland,9,0.0,149,0,196024,707906
7189,Sueco,Loser,3,0.0,151,0,237173,707378
7190,LukeCombs,OntheOtherLine,2,0.0,49,0,431958,707073
7191,LanaDelRey,Freak,6,0.0,70,0,185455,706819
7192,2Chainz,Bounce,6,0.0,131,0,134737,705454
7193,GucciMane,BothEyesClosed,4,0.0,170,0,192194,705123
7194,Lauv,TattoosTogether,2,0.0,101,0,428213,704293
7195,TheBeatles,TwistAndShoutRemastered,5,0.0,110,0,198163,704122
7196,MachineGunKelly,whyareyouhere,2,0.0,84,0,424285,703999
7197,Quavo,FUCK12,2,0.0,62,0,486659,703804
7198,SelenaGomez,DeUnaVez,2,0.0,52,0,430921,703081
7199,YoungBoyNeverBrokeAgain,RichAsHell,3,0.0,153,0,267327,703078
7200,KIDSSEEGHOSTS,KidsSeeGhosts,1,0.0,29,0,702097,702097
7201,Fences,Arrows,12,0.0,117,0,70240,701738
7202,LilYachty,GETMONEYBROS.,2,0.0,71,0,447814,701575
7203,DMX,RudolphtheRednoseReindeer,3,0.0,135,0,284802,701454
7204,WizKhalifa,Ocean,2,0.0,71,0,445459,701293
7205,TheNotoriousB.I.G.,Hypnotize,6,0.0,118,0,200111,701115
7206,ArianaGrande,worstbehavior,2,0.0,34,0,436728,701049
7207,YoungStonerLife,Real,2,0.0,41,0,442716,700929
7208,TheNeighbourhood,R.I.P.2MyYouth,8,0.0,119,0,104702,700327
7209,LinkinPark,BattleSymphony,3,0.0,79,0,350696,700298
7210,Future,AcceptingMyFlaws,2,0.0,75,0,427973,700127
7211,MeganTheeStallion,SugarBaby,2,0.0,70,0,403642,699964
7212,ChrisStapleton,Traveller,5,0.0,51,0,230307,699861
7213,MacMiller,InsideOutside,2,0.0,47,0,459316,699256
7214,Halsey,Forever...(isalongtime),2,0.0,111,0,413233,698475
7215,T.I.,Jefe,3,0.0,163,0,253021,698245
7216,forKING&COUNTRY,LittleDrummerBoy,2,0.0,164,0,395007,697514
7217,Halsey,Castle,7,0.0,117,0,115025,697448
7218,HaileyWhitters,EverythingSheAin’t,3,0.0,180,0,244685,696950
7219,EdSheeran,Tides,2,0.0,45,0,430129,696597
7220,TrippieRedd,SpaceTime,2,0.0,60,0,436933,696517
7221,JhenéAiko,OneWaySt.,2,0.0,107,0,403833,696233
7222,LilBaby,CostToBeAlive,2,0.0,61,0,413422,695618
7223,WizKhalifa,RollingPapers2,2,0.0,80,0,418376,694275
7224,FifthHarmony,LikeMariah,9,0.0,130,0,91377,694177
7225,A$APRocky,"BlackTux,WhiteCollar",2,0.0,82,0,447375,692490
7226,Wisin,FielRemix,3,0.0,155,0,239529,692175
7227,ABoogieWitdaHoodie,AnotherDayGone,2,0.0,100,0,406203,691316
7228,Mitski,StaySoft,2,0.0,43,0,424145,691119
7229,TheChicks,Gaslighter,2,0.0,116,0,384922,690828
7230,TrippieRedd,NewMoney,2,0.0,62,0,433474,690618
7231,SageTheGemini,GoodThing,8,0.0,121,0,103992,689696
7232,DJKhaled,WAYPASTLUCK,2,0.0,68,0,399964,689684
7233,MelanieMartinez,HighSchoolSweethearts,3,0.0,152,0,247252,689474
7234,LilBaby,NoFriends,2,0.0,102,0,429417,689254
7235,BabyKeem,pinkpanties,2,0.0,60,0,443292,689079
7236,PlayboiCarti,F33lLik3Dyin,2,0.0,145,0,457918,688712
7237,PushaT,JustSoYouRemember,2,0.0,47,0,418256,688423
7238,SteveLacy,Buttons,2,0.0,49,0,414779,687574
7239,Dan+Shay,OfficiallyChristmas,2,0.0,148,0,359154,687100
7240,BabyKeem,cocoa,2,0.0,67,0,418830,685925
7241,TheChainsmokers,Kanye,13,0.0,167,0,57172,685639
7242,SkiMaskTheSlumpGod,HeDiddy!,2,0.0,79,0,397943,685474
7243,MikeWiLLMade,ItTheMantra,2,0.0,60,0,443024,685441
7244,DJSnake,TheHalf,5,0.0,110,0,202955,685171
7245,Kesha,Rainbow,4,0.0,138,0,207790,684884
7246,BTS,Outro:Tear,3,0.0,156,0,267607,684794
7247,YFNLucci,EverydayWeLit(Remix),4,0.0,185,0,173373,684498
7248,ThirtySecondsToMars,WalkOnWater,3,0.0,101,0,320518,684269
7249,MichaelJackson,SmoothCriminal2012Remaster,2,0.0,82,0,399155,683871
7250,CélineDion,HappyXmas(WarIsOver),2,0.0,159,0,345912,683614
7251,BigSean,FridayNightCypher,2,0.0,69,0,412259,683514
7252,Migos,DabofRanchRecordedatSpotifyStudiosNYC,4,0.0,148,0,197818,683370
7253,G,EazyLegend,3,0.0,162,0,239295,683055
7254,PlayboiCarti,NotPLaying,2,0.0,149,0,443626,682480
7255,Trans,SiberianOrchestraChristmasCanon,2,0.0,171,0,365922,681255
7256,MileyCyrus,PartyUpTheStreet,2,0.0,65,0,430525,680881
7257,NioGarcia,LaJeepetaRemix,3,0.0,159,0,245494,680311
7258,Gunna,CashWar,2,0.0,85,0,421223,679367
7259,A$APRocky,Sandman,2,0.0,51,0,408946,678884
7260,Rihanna,JamesJoint,5,0.0,106,0,154353,678421
7261,The1975,IfYou’reTooShy(LetMeKnow)Edit,2,0.0,51,0,428536,678288
7262,SummerWalker,Screwin,2,0.0,60,0,406515,678055
7263,Pretenders,2000Miles2007Remaster,2,0.0,169,0,387847,677972
7264,Future,MomentofClarity,2,0.0,64,0,409128,677266
7265,RapNation,StarShopping,3,0.0,161,0,227729,677169
7266,YG,10TIMES,2,0.0,76,0,409231,676983
7267,DJKhaled,ILoveYousoMuch,2,0.0,52,0,448161,676480
7268,RodWave,GoneTillNovember,2,0.0,53,0,429909,676287
7269,KevinGates,MoneyLong,3,0.0,151,0,250747,675386
7270,Future,Afterlife,2,0.0,84,0,440032,674738
7271,YoungBoyNeverBrokeAgain,RIPLilPhat,2,0.0,77,0,422502,674526
7272,DustinLynch,Thinking'BoutYou,3,0.0,177,0,232855,674401
7273,CalvinHarris,Holiday,3,0.0,90,0,285026,674385
7274,TwentyOnePilots,NeverTakeIt,2,0.0,76,0,402184,674102
7275,RoddyRicch,OutThaMud,3,0.0,175,0,237971,673860
7276,Kehlani,HateTheClub,2,0.0,70,0,424598,673306
7277,MileyCyrus,Cattitude,2,0.0,64,0,432564,673212
7278,TOOL,Descending,2,0.0,91,0,393983,672341
7279,CalvinHarris,NewMoney,2,0.0,44,0,440992,672098
7280,JustinTimberlake,Flannel,3,0.0,105,0,292803,672077
7281,MoneybaggYo,FreePromo,3,0.0,126,0,257719,672072
7282,MelanieMartinez,DramaClub,3,0.0,157,0,240637,671412
7283,Nirvana,SmellsLikeTeenSpiritRemastered2021,3,0.0,179,0,243770,671396
7284,BabyKeem,scapegoats,2,0.0,64,0,433489,670955
7285,ScHoolboyQ,DieWitEm,2,0.0,76,0,395249,670692
7286,$uicideboy$,LifeIsbutaStream~,2,0.0,52,0,399004,670478
7287,SkiMaskTheSlumpGod,TheMatrix,2,0.0,77,0,420671,670380
7288,PlayboiCarti,LongTimeIntro,2,0.0,66,0,443097,670259
7289,TomWalker,JustYouandI,3,0.0,174,0,232247,670073
7290,RaeSremmurd,UpInMyCocina,2,0.0,65,0,446735,669825
7291,ABoogieWitdaHoodie,Skeezers,2,0.0,122,0,371331,669799
7292,ZacBrownBand,KneeDeep,3,0.0,148,0,240846,669524
7293,MurdaBeatz,BananaSplit,3,0.0,174,0,253036,669155
7294,Offset,MadeMen,2,0.0,96,0,400248,669141
7295,RodWave,NeverGetOverMe,2,0.0,46,0,419763,668922
7296,TheLumineers,A.M.RADIO,2,0.0,56,0,405759,668811
7297,LukeCombs,UsedToWishIWas,2,0.0,58,0,405428,668786
7298,PoloG,StartUpAgain,2,0.0,75,0,397638,668264
7299,Bastille,GoodGrief,5,0.0,99,0,205505,667136
7300,LilBaby,Consistent,2,0.0,80,0,398540,667134
7301,Eminem,FavoriteBitch,2,0.0,98,0,390296,666943
7302,BROCKHAMPTON,BUZZCUT,2,0.0,101,0,338251,666885
7303,Eminem,GunsBlazing,2,0.0,102,0,384757,666856
7304,ODESZA,Falls,3,0.0,79,0,323292,666714
7305,OzzyOsbourne,It'sARaid,2,0.0,78,0,421288,666625
7306,Logic,Innermission,6,0.0,130,0,140421,666036
7307,Future,Rich$ex,8,0.0,126,0,94284,665729
7308,Logic,Legacy,2,0.0,102,0,399211,665682
7309,LennonStella,LaDiDa,3,0.0,184,0,233868,665627
7310,Migos,CultureNationalAnthemOutro,2,0.0,83,0,410773,665486
7311,LilBaby,CatchTheSun,2,0.0,86,0,391089,665458
7312,XXXTENTACION,SchoolShooters,2,0.0,89,0,411260,665231
7313,JustinTimberlake,Montana,3,0.0,109,0,288326,665055
7314,BigSean,StayDown,7,0.0,73,0,143597,664487
7315,Mitski,"Valentine,Texas",2,0.0,47,0,415332,664286
7316,XXXTENTACION,Slipknot,2,0.0,79,0,417486,664231
7317,NorahJones,It'sNotChristmas'TilYouComeHomeRecordedAtSpotifyStudiosNYC,2,0.0,176,0,377178,663318
7318,SkiMaskTheSlumpGod,Dr.Suess,2,0.0,75,0,425938,663230
7319,YoungDolph,100Shots,2,0.0,60,0,411022,662918
7320,TravisScott,OhMyDisSide,7,0.0,137,0,114779,662486
7321,MileyCyrus,TheMost,2,0.0,73,0,409147,661861
7322,Quavo,LOST,2,0.0,69,0,446305,660237
7323,Quavo,HOWBOUTTHAT?,2,0.0,68,0,446968,660002
7324,SummerWalker,BrokenPromises,2,0.0,64,0,394946,659616
7325,KoeWetzel,Cabo,2,0.0,65,0,399613,659370
7326,RoddyRicch,allgood,2,0.0,85,0,402220,659138
7327,MartinSolveig,Intoxicated,7,0.0,131,0,109607,658475
7328,YoungThug,RecognizeReal,2,0.0,51,0,420465,658448
7329,Future,Bag,3,0.0,154,0,241917,658429
7330,MeganTheeStallion,What’sNew,2,0.0,83,0,362293,658286
7331,TomPetty,YouDon'tKnowHowItFeels,2,0.0,55,0,435188,658237
7332,MileyCyrus,WhenILookAtYou,3,0.0,168,0,225452,658236
7333,YoungStonerLife,Litty,2,0.0,53,0,366664,657766
7334,Beck,BlueMoon,4,0.0,18,0,257168,657438
7335,PARTYNEXTDOOR,OnlyU,5,0.0,148,0,140502,657313
7336,TrippieRedd,Baki,2,0.0,68,0,410782,656949
7337,ArethaFranklin,Think,2,0.0,74,0,357297,656840
7338,TaylorSwift,SeptemberRecordedatTheTrackingRoomNashville,2,0.0,78,0,388812,656654
7339,Kesha,TiKToK,4,0.0,157,0,239325,656632
7340,JuiceWRLD,She’sTheOne,2,0.0,98,0,400716,656428
7341,TrippieRedd,CaptainCrunch,2,0.0,71,0,399120,655587
7342,FallOutBoy,AmericanBeauty/AmericanPsycho,9,0.0,96,0,92846,655179
7343,RichBrian,GlowLikeDat,3,0.0,120,0,272143,654014
7344,GucciMane,NoSleepIntro,4,0.0,75,0,271262,653998
7345,PopSmoke,BackDoor,2,0.0,71,0,419664,653760
7346,ABoogieWitdaHoodie,BloodOnMyDenim,2,0.0,108,0,384394,653561
7347,XXXTENTACION,TouchEemBody,2,0.0,82,0,392449,652867
7348,Gunna,diealone,2,0.0,70,0,388298,652545
7349,Yeat,Outsidë,2,0.0,51,0,396296,652261
7350,KaceyMusgraves,ifthiswasamovie..,2,0.0,72,0,402111,651363
7351,KennyRogers,TheGambler,2,0.0,61,0,410322,651303
7352,Kygo,LoveMeNow,2,0.0,50,0,401281,650820
7353,ArianaGrande,mainthing,2,0.0,45,0,403628,650100
7354,XXXTENTACION,NorthStarRemix,2,0.0,125,0,350429,649764
7355,TwentyOnePilots,MessageMan,7,0.0,96,0,118991,649614
7356,QuinnXCII,Coffee,2,0.0,69,0,406721,649509
7357,FionaApple,Shameika,2,0.0,73,0,364419,649488
7358,AliciaKeys,SoDone,2,0.0,61,0,421001,649488
7359,RodWave,BlameOnYou,2,0.0,57,0,409172,649435
7360,TwentyOnePilots,WeDon'tBelieveWhat'sonTV,7,0.0,92,0,122022,649152
7361,SelenaGomez,Fun,2,0.0,87,0,386382,648767
7362,DierksBentley,"Woman,Amen",3,0.0,168,0,243877,648700
7363,ChancetheRapper,PhotoOps(Skit),2,0.0,107,0,325829,648658
7364,LilBaby,BackandForth,2,0.0,77,0,379570,648400
7365,MacMiller,BestDayEver,2,0.0,60,0,432435,648187
7366,Logic,ObedientlyYours,2,0.0,93,0,405759,648110
7367,PlayboiCarti,Die4Guy,2,0.0,154,0,426031,647911
7368,JhenéAiko,TrynaSmoke,2,0.0,128,0,365069,647885
7369,MatthewKoma,SoF**kin'Romantic,8,0.0,149,0,90276,647743
7370,FrenchMontana,FigureitOut,5,0.0,108,0,190483,646228
7371,ScHoolboyQ,BlackFolk,2,0.0,79,0,388519,645982
7372,TrippieRedd,KeepYourHeadUp,2,0.0,67,0,404230,645849
7373,BackstreetBoys,ChristmasTime,2,0.0,169,0,328634,645473
7374,PlayboiCarti,Home(KOD),2,0.0,70,0,433130,644861
7375,ModestMouse,LampshadesonFire,9,0.0,100,0,81416,644860
7376,Kehlani,SerialLover,2,0.0,73,0,403602,644742
7377,YoungStonerLife,PotsNPans,2,0.0,47,0,412793,644626
7378,JustinBieber,ChristmasLove,2,0.0,189,0,348032,642106
7379,2Chainz,Forgiven,2,0.0,90,0,412244,641826
7380,Wale,MyLove,3,0.0,107,0,289962,641772
7381,CalvinHarris,SkrtOnMe,3,0.0,101,0,261875,641725
7382,Gunna,lifeofsin,2,0.0,69,0,388518,641435
7383,GeorgeMichael,FaithRemastered,3,0.0,46,0,280905,641398
7384,DavidGuetta,SayMyName,2,0.0,65,0,431609,641064
7385,BillWithers,LeanonMe,2,0.0,79,0,343548,640571
7386,SamFeldt,ShowMeLove,8,0.0,160,0,86868,640571
7387,Eminem,Killer,2,0.0,129,0,334764,640490
7388,LilWayne,WildDogs,2,0.0,118,0,339146,639645
7389,TwentyOnePilots,NoChances,2,0.0,88,0,370982,639495
7390,YoungThug,Guwop,4,0.0,119,0,177111,639369
7391,LukeCombs,BetterBackWhen,2,0.0,67,0,387545,638999
7392,Logic,LastCall,2,0.0,104,0,388519,638568
7393,Alesso,Cool,8,0.0,128,0,99095,638532
7394,Gunna,DOBETTER,2,0.0,80,0,379385,638313
7395,DJKhaled,BODYINMOTION,2,0.0,56,0,383319,637979
7396,LilWayne,Harden,2,0.0,122,0,333671,637108
7397,LilWayne,BallHard(ft.LilTwist),2,0.0,111,0,326613,637009
7398,The1975,UGH!,5,0.0,99,0,162417,635542
7399,NAV,TakingChances,2,0.0,74,0,405669,635275
7400,ArcticMonkeys,StarTreatment,2,0.0,83,0,401389,635247
7401,Logic,GetUp,2,0.0,82,0,335934,635077
7402,Future,SlaveMaster,7,0.0,110,0,102480,634920
7403,LilPeep,Leanin',2,0.0,96,0,395341,634823
7404,PlayboiCarti,Lean4Real,2,0.0,75,0,415286,634735
7405,TwentyOnePilots,Formidable,2,0.0,86,0,372470,634394
7406,TheRollingStones,SympathyForTheDevil,3,0.0,195,0,229951,634141
7407,Rihanna,NeverEnding,5,0.0,129,0,135292,633158
7408,WizKhalifa,BlueHunnids,2,0.0,85,0,404244,632982
7409,Eminem,GoToSleep,2,0.0,104,0,331292,632701
7410,BrysonTiller,RainOnMe(Intro),2,0.0,69,0,404092,632155
7411,dvsn,IBelievedIt,2,0.0,53,0,429715,632142
7412,Khalid,ScenicDrive,2,0.0,92,0,360730,631712
7413,JBalvin,UnaNota,2,0.0,93,0,357658,631596
7414,ArianaGrande,KnewBetter/ForeverBoy,5,0.0,164,0,138966,630983
7415,LilMosey,LiveThisWild,2,0.0,80,0,378109,630977
7416,TrippieRedd,RIOT,2,0.0,72,0,387194,630932
7417,NiykeeHeaton,BadIntentions,9,0.0,102,0,80886,629598
7418,H.E.R.,Could'veBeen,2,0.0,90,0,370365,629263
7419,QualityControl,100Racks(Offsetfeat.PlayboiCarti),2,0.0,86,0,356396,629020
7420,MacMiller,Friends,2,0.0,56,0,404590,628764
7421,BTS,MICDrop,3,0.0,137,0,223287,628638
7422,Audioslave,LikeaStone,2,0.0,67,0,363316,628294
7423,JohnMayer,AllIWantIstoBeWithYou,2,0.0,77,0,395678,628045
7424,MacMiller,Programs,2,0.0,66,0,399492,627874
7425,OfMonstersandMen,Crystals,7,0.0,114,0,109435,627679
7426,G,EazyBreakdown,2,0.0,67,0,391529,627537
7427,Logic,ThemeForThePeople,2,0.0,62,0,411088,627430
7428,ChadFocus,GettotheMoney,3,0.0,156,0,212093,627141
7429,DJKhaled,"FAMGOOD,WEGOOD",2,0.0,70,0,389013,627091
7430,Future,KrazybutTrue,2,0.0,108,0,364091,626948
7431,YoungThug,Stupid/Asking,2,0.0,63,0,394533,626909
7432,MoxieRaia,BuffaloBill,7,0.0,90,0,123239,626599
7433,FKAtwigs,TearsInTheClub,2,0.0,106,0,363007,626440
7434,RodWave,Don'tForget,2,0.0,66,0,387610,626295
7435,NickiMinaj,BossAssBitch,2,0.0,66,0,404354,626199
7436,BigSean,RespectIt,2,0.0,77,0,389818,626120
7437,NAV,HoldYourBreath,2,0.0,80,0,397537,626062
7438,Migos,Mahomes,2,0.0,99,0,364980,626006
7439,Rihanna,CloseToYou,5,0.0,133,0,133712,625817
7440,LilBaby,Medical,2,0.0,73,0,373756,625218
7441,blackbear,aloneinaroomfullofpeople,2,0.0,51,0,400111,625210
7442,Eminem,Higher,2,0.0,122,0,345528,624716
7443,MarlonRoudette,WhenTheBeatDropsOut,7,0.0,77,0,140156,624308
7444,TheStrokes,BrooklynBridgeToChorus,2,0.0,57,0,370338,624289
7445,TheStrokes,TheAdultsAreTalking,2,0.0,62,0,363641,623858
7446,TheWeeknd,InYourEyes,2,0.0,53,0,391726,623368
7447,ABoogieWitdaHoodie,BeFree,2,0.0,107,0,373997,623306
7448,ABoogieWitdaHoodie,CalmDown(Bittersweet),2,0.0,118,0,371106,623210
7449,PlayboiCarti,OldMoney,2,0.0,78,0,409950,623159
7450,TheNotoriousB.I.G.,BigPoppa,3,0.0,171,0,228510,623000
7451,YoungThug,IBoughtHer,2,0.0,82,0,359117,622587
7452,Takeoff,Vacation,2,0.0,85,0,401002,622505
7453,LilBaby,TopPriority,2,0.0,82,0,367864,622479
7454,Kehlani,DoUDirty,4,0.0,168,0,166925,622280
7455,KaceyMusgraves,cameraroll,2,0.0,87,0,371814,621901
7456,KodakBlack,BecauseOfYou,2,0.0,121,0,365476,621833
7457,GucciMane,AllMyChildren,5,0.0,157,0,136036,621571
7458,Kansas,CarryonWaywardSon,3,0.0,123,0,265357,621363
7459,EdIvory,OogieBoogie'sSong,2,0.0,88,0,397070,621312
7460,FloridaGeorgiaLine,Drinkin'Beer.Talkin'God.Amen.,3,0.0,164,0,213982,621299
7461,JohnLegend,YouDeserveItAll,2,0.0,165,0,323129,620976
7462,LilWayne,B.B.KingFreestyle,2,0.0,105,0,343172,620666
7463,BankrollFresh,WalkedIn,6,0.0,179,0,113317,620415
7464,WizKhalifa,Penthouse,2,0.0,98,0,353860,620387
7465,LilBaby,Danger,2,0.0,87,0,361361,620166
7466,QuinnXCII,AmIHighRn,2,0.0,83,0,377780,619980
7467,SystemOfADown,ProtectTheLand,2,0.0,62,0,397087,619903
7468,ILLENIUM,BlameMyself,2,0.0,86,0,379880,619893
7469,PopSmoke,MerciBeaucoup,2,0.0,83,0,382313,619887
7470,Gunna,I'MONSOME,2,0.0,81,0,377944,619662
7471,YoungThug,PeepinOutTheWindow,2,0.0,67,0,378388,619265
